accession	tax_id	scientific_name	first_public	base_count
AY340284	40366	Drosophila americana	2003-08-13	881
AY340285	40366	Drosophila americana	2003-08-13	881
AY874366	7241	Drosophila subobscura	2005-05-31	1406
AY874374	7241	Drosophila subobscura	2005-05-31	1406
EF216309	426743	Drosophila limingi	2007-06-10	429
U76480	7231	Drosophila mulleri	1997-03-06	902
AB669838	137070	Drosophila tani	2014-01-02	838
AB669874	73157	Drosophila nikananu	2014-01-02	838
AF067283	7239	Drosophila subsilvestris	1998-07-02	437
AY154844	7263	Drosophila arizonae	2003-03-03	878
AY154854	7263	Drosophila arizonae	2003-03-03	880
AB932673	133976	Drosophila similis	2014-10-26	839
M17827	7227	Drosophila melanogaster	1991-07-01	2696
AB194441	42026	Drosophila bipectinata	2005-05-07	759
AY154843	7263	Drosophila arizonae	2003-03-03	878
AY154845	7263	Drosophila arizonae	2003-03-03	879
EF560579	30028	Drosophila gaucha	2008-05-01	626
LC057202	186284	Drosophila paralutea	2019-06-04	829
M17828	7227	Drosophila melanogaster	1991-07-01	2696
AB669848	132243	Drosophila vulcana	2014-01-02	773
AB669886	137074	Drosophila mayri	2014-01-02	836
AB932666	133990	Drosophila parthenogenetica	2014-10-26	834
X15585	7232	Drosophila navojoa	1989-11-23	2334
LC057201	94111	Drosophila prostipennis	2019-06-04	827
X03048	7231	Drosophila mulleri	1986-07-02	6778
AB194427	30050	Drosophila varians	2005-05-07	1756
AF045124	30024	Drosophila emarginata	1998-06-02	405
AF045125	30024	Drosophila emarginata	1998-06-02	405
AY154830	7230	Drosophila mojavensis	2003-03-03	880
AY154864	7230	Drosophila mojavensis	2003-03-03	877
AB194421	42026	Drosophila bipectinata	2005-05-07	1769
AF045113	7273	Drosophila saltans	1998-06-02	405
AY154868	7230	Drosophila mojavensis	2003-03-03	878
U66411	7227	Drosophila melanogaster	1996-11-02	4789
AY154834	7230	Drosophila mojavensis	2003-03-03	880
AY154837	7230	Drosophila mojavensis	2003-03-03	880
AY154874	7230	Drosophila mojavensis	2003-03-03	880
AY154876	7230	Drosophila mojavensis	2003-03-03	878
AF348881	73155	Drosophila biauraria	2001-04-16	666
AF348880	67534	Drosophila triauraria	2001-04-16	668
AI513113	7227	Drosophila melanogaster	1999-03-23	515
CK131199	7227	Drosophila melanogaster	2003-12-03	668
CV785019	7245	Drosophila yakuba	2004-11-12	231
BI566106	7227	Drosophila melanogaster	2001-09-07	559
AI107293	7227	Drosophila melanogaster	1998-09-04	445
AY695385	133993	Drosophila belladunni	2006-08-01	1117
AY695382	133979	Drosophila dunni	2006-08-01	2005
BF497094	7227	Drosophila melanogaster	2000-12-07	532
BF494131	7227	Drosophila melanogaster	2000-12-07	799
BI214744	7227	Drosophila melanogaster	2001-07-13	677
BI623813	7227	Drosophila melanogaster	2001-09-11	601
AA802598	7227	Drosophila melanogaster	1998-02-13	684
BI630708	7227	Drosophila melanogaster	2001-09-11	558
AI387658	7227	Drosophila melanogaster	1999-02-01	512
AA440486	7227	Drosophila melanogaster	1997-06-03	529
AF006565	7234	Drosophila persimilis	1997-09-11	3462
KX384731	29030	Drosophila takahashii	2017-01-03	2658
X13812	7262	Drosophila affinidisjuncta	1992-04-21	3886
X62223	7237	Drosophila pseudoobscura	1992-10-16	3477
X62229	7237	Drosophila pseudoobscura	1992-10-16	3494
X62217	7237	Drosophila pseudoobscura	1992-10-16	3468
X62218	7237	Drosophila pseudoobscura	1992-10-16	3486
AY331979	74550	Drosophila lini	2003-07-26	785
X62190	7237	Drosophila pseudoobscura	1992-10-16	3485
X62210	7237	Drosophila pseudoobscura	1992-10-16	3454
X62224	7237	Drosophila pseudoobscura	1992-10-16	3474
X62235	7237	Drosophila pseudoobscura	1992-10-16	3479
X64468	7237	Drosophila pseudoobscura	1992-10-16	3476
X64487	7237	Drosophila pseudoobscura	1992-10-16	3474
X62221	7237	Drosophila pseudoobscura	1992-10-16	3483
X62232	7237	Drosophila pseudoobscura	1992-10-16	3499
X62183	7237	Drosophila pseudoobscura	1992-10-16	3499
X64470	7237	Drosophila pseudoobscura	1992-10-16	3498
X64476	7237	Drosophila pseudoobscura	1992-10-16	3457
X62196	7237	Drosophila pseudoobscura	1992-10-16	3479
X62211	7237	Drosophila pseudoobscura	1992-10-16	3475
AY006415	32382	Drosophila heteroneura	2001-09-04	510
AY750145	311478	Drosophila bai	2005-12-31	911
DQ471660	7224	Drosophila hydei	2006-07-20	711
AB026535	30047	Drosophila sturtevanti	1999-10-29	849
AY750119	65966	Drosophila tsigana	2005-12-31	911
AY750131	311475	Drosophila yunnanensis	2005-12-31	911
DQ471631	381453	Drosophila beppui	2006-07-20	711
HQ631475	111875	Drosophila jambulina	2011-08-30	290
HQ631480	307242	Drosophila ohnishii	2011-08-30	290
U63563	7262	Drosophila affinidisjuncta	1996-09-13	898
AF059888	7221	Drosophila funebris	1998-04-28	290
AF081357	7259	Drosophila tolteca	1999-01-18	425
AY006418	46895	Drosophila cyrtoloma	2001-09-04	510
AY750137	311482	Drosophila pseudosordidula	2005-12-31	911
HQ631478	233251	Drosophila madikerii	2011-08-30	290
M36580	7227	Drosophila melanogaster	1990-08-30	2686
M60998	7229	Drosophila miranda	1992-04-30	3461
X68164	7237	Drosophila pseudoobscura	1992-10-08	3443
AY750120	65966	Drosophila tsigana	2005-12-31	911
AY750126	30041	Drosophila polychaeta	2005-12-31	911
AY750141	311478	Drosophila bai	2005-12-31	911
DQ471635	381471	Drosophila quadrisetata	2006-07-20	711
DQ471637	381475	Drosophila velox	2006-07-20	711
DQ471663	40371	Drosophila lummei	2006-07-20	711
U26844	40372	Drosophila americana texana	1995-07-05	950
U26841	40369	Drosophila lacicola	1995-06-30	957
GQ376033	244254	Drosophila bunnanda	2009-08-02	410
AB261139	66368	Drosophila guttifera	2007-11-03	845
AB932657	30031	Drosophila ornatifrons	2014-10-26	824
AB932665	119223	Drosophila orientacea	2015-01-14	857
AB932675	95625	Drosophila subpalustris	2014-10-26	849
M37262	7262	Drosophila affinidisjuncta	1990-09-07	3886
U95253	7260	Drosophila willistoni	1999-01-06	1172
X57375	7245	Drosophila yakuba	1991-07-17	975
AB033643	7221	Drosophila funebris	1999-11-16	711
AB932649	106246	Drosophila brachynephros	2015-01-14	1100
U26846	7244	Drosophila virilis	1995-06-22	13087
U76468	54075	Drosophila eohydei	1996-11-19	899
X57369	7245	Drosophila yakuba	1991-07-17	975
AB033641	30041	Drosophila polychaeta	1999-11-16	711
AB932656	7221	Drosophila funebris	2014-10-26	845
AB932658	66368	Drosophila guttifera	2014-10-26	845
AB932667	7283	Drosophila phalerata	2014-10-26	822
AF260697	7231	Drosophila mulleri	2000-09-20	463
EU532131	529088	Drosophila tropicalis tropicalis	2010-01-21	560
KM016466	7240	Drosophila simulans	2014-09-24	476
LC578831	95623	Drosophila palustris	2022-04-03	706
EU532132	529087	Drosophila tropicalis cubana	2010-01-21	590
U95255	7260	Drosophila willistoni	1999-01-06	1174
U26840	40369	Drosophila lacicola	1995-06-30	957
X57373	7245	Drosophila yakuba	1991-07-17	975
AB154542	30033	Drosophila kikkawai	2004-04-01	683
AB154550	30033	Drosophila kikkawai	2004-04-01	686
AB154556	30033	Drosophila kikkawai	2004-04-01	686
AY095949	7283	Drosophila phalerata	2003-05-01	430
AY335197	46791	Drosophila sucinea	2003-12-31	781
DQ471615	381448	Drosophila angor	2006-07-20	711
EU532127	46793	Drosophila paulistorum	2010-01-21	587
JX455218	7240	Drosophila simulans	2012-09-03	480
KX976502	7245	Drosophila yakuba	2016-11-12	771
U95261	7260	Drosophila willistoni	1999-01-06	1172
AF201430	7240	Drosophila simulans	2000-07-03	480
AF284475	7226	Drosophila mauritiana	2000-11-02	701
AF284479	7226	Drosophila mauritiana	2000-11-02	703
DQ471650	311475	Drosophila yunnanensis	2006-07-20	711
HQ110510	7271	Drosophila nebulosa	2011-05-06	794
X78917	7227	Drosophila melanogaster	1994-05-03	96
AB154560	30033	Drosophila kikkawai	2004-04-01	683
AY095944	126591	Drosophila curvispina	2003-05-01	443
DQ471651	119604	Drosophila lacertosa	2006-07-20	711
EU532130	46793	Drosophila paulistorum	2010-01-21	588
HQ110509	7271	Drosophila nebulosa	2011-05-06	794
JX455217	7240	Drosophila simulans	2012-09-03	480
KX375415	125945	Drosophila biarmipes	2017-01-03	1022
KX976498	7245	Drosophila yakuba	2016-11-12	771
KX976517	7245	Drosophila yakuba	2016-11-12	771
M22210	7227	Drosophila melanogaster	1991-07-01	2075
M60979	7237	Drosophila pseudoobscura	1992-04-30	3481
M62851	7277	Drosophila wheeleri	1991-04-10	924
X60112	30013	Drosophila madeirensis	1993-08-25	3881
M62741	7263	Drosophila arizonae	1991-07-11	909
DQ471626	30041	Drosophila polychaeta	2006-07-20	711
JX455214	7240	Drosophila simulans	2012-09-03	480
KX976487	7245	Drosophila yakuba	2016-11-12	771
KX976488	7245	Drosophila yakuba	2016-11-12	771
KX976516	7245	Drosophila yakuba	2016-11-12	771
KX976507	7245	Drosophila yakuba	2016-11-12	771
U95262	7260	Drosophila willistoni	1999-01-06	1172
U95264	7260	Drosophila willistoni	1999-01-06	1172
X60113	7266	Drosophila guanche	1993-08-25	4433
AB669832	1084812	Drosophila neoasahinai	2014-01-02	837
AB669866	109356	Drosophila leontia	2014-01-02	832
AF136657	95109	Drosophila americana americana	1999-06-03	884
AF175219	7227	Drosophila melanogaster	1999-10-06	951
AF459757	114631	Drosophila greeni	2002-05-16	290
KJ767238	7227	Drosophila melanogaster	2014-09-04	872
L78920	7270	Drosophila mimica	1996-06-25	822
M97638	7250	Drosophila immigrans	1993-06-05	3142
AB669851	111875	Drosophila jambulina	2014-01-02	831
AF459776	34677	Drosophila tsacasi	2002-05-16	290
AF459777	137353	Drosophila baimaii	2002-05-16	290
EF216311	7281	Drosophila microlabis	2007-06-10	370
L78925	7270	Drosophila mimica	1996-06-25	822
U64530	7237	Drosophila pseudoobscura	1996-08-16	3456
AB669826	47315	Drosophila auraria	2014-01-02	843
AB669831	1084812	Drosophila neoasahinai	2014-01-02	838
AB669836	137068	Drosophila subauraria	2014-01-02	842
AB669837	137068	Drosophila subauraria	2014-01-02	842
AB669856	94109	Drosophila watanabei	2014-01-02	826
AB669869	307244	Drosophila ogumai	2014-01-02	837
AB669871	307242	Drosophila ohnishii	2014-01-02	844
AB669879	7274	Drosophila serrata	2014-01-02	839
AF136662	95109	Drosophila americana americana	1999-06-03	884
AF136680	95109	Drosophila americana americana	1999-06-03	884
AF136690	95109	Drosophila americana americana	1999-06-03	884
AF136707	40372	Drosophila americana texana	1999-06-03	884
AF175214	7227	Drosophila melanogaster	1999-10-06	951
AF201424	7227	Drosophila melanogaster	2000-07-03	494
AF459744	7246	Drosophila affinis	2002-05-16	290
AF459755	30050	Drosophila varians	2002-05-16	290
AF459773	67532	Drosophila quadraria	2002-05-16	290
AF459778	73155	Drosophila biauraria	2002-05-16	290
AF459782	137077	Drosophila parvula	2002-05-16	290
AM181670	103775	Drosophila gunungcola	2006-02-15	628
EU999243	40366	Drosophila americana	2008-09-09	845
L78921	7270	Drosophila mimica	1996-06-25	822
U64540	7237	Drosophila pseudoobscura	1996-08-16	3475
U64552	7237	Drosophila pseudoobscura	1996-08-16	3490
AF136685	95109	Drosophila americana americana	1999-06-03	884
AF136691	95109	Drosophila americana americana	1999-06-03	884
AF459769	137354	Drosophila barbarae	2002-05-16	290
AF459770	46829	Drosophila birchii	2002-05-16	290
AB669846	73917	Drosophila seguyi	2014-01-02	835
AB669854	60717	Drosophila punjabiensis	2014-01-02	836
EF560578	306030	Drosophila viracochi	2008-05-01	624
U64541	7237	Drosophila pseudoobscura	1996-08-16	3500
AF459779	137072	Drosophila kanapiae	2002-05-16	290
AF136669	95109	Drosophila americana americana	1999-06-03	884
U64525	7237	Drosophila pseudoobscura	1996-08-16	3472
U64534	7237	Drosophila pseudoobscura	1996-08-16	3477
U76472	7224	Drosophila hydei	1996-11-19	897
AF136679	95109	Drosophila americana americana	1999-06-03	884
AY541090	198719	Drosophila innubila	2004-12-13	555
AY541213	7279	Drosophila falleni	2005-03-01	554
LC057204	1660392	Drosophila sp. 14028-0511.00	2019-06-04	838
AY364507	7230	Drosophila mojavensis	2004-01-30	880
AY364517	7230	Drosophila mojavensis	2004-01-30	879
AY541091	198719	Drosophila innubila	2004-12-13	555
AY541092	198719	Drosophila innubila	2004-12-13	555
AB669860	103765	Drosophila bocki	2014-01-02	831
AB669867	74550	Drosophila lini	2014-01-02	844
AB669884	1084936	Drosophila fengkainensis	2014-01-02	841
AB669893	137078	Drosophila truncata	2014-01-02	830
AB703315	7246	Drosophila affinis	2012-03-18	405
AH011593	29029	Drosophila eugracilis	2016-04-08	566
AY340282	40366	Drosophila americana	2003-08-13	881
AY364496	7230	Drosophila mojavensis	2004-01-30	880
AY364498	7230	Drosophila mojavensis	2004-01-30	880
AY364518	7230	Drosophila mojavensis	2004-01-30	879
AY541098	198719	Drosophila innubila	2004-12-13	555
AY541099	198719	Drosophila innubila	2004-12-13	555
EF216310	426742	Drosophila dianensis	2007-06-10	429
M60989	46244	Drosophila pseudoobscura bogotana	1992-01-26	3479
AY541094	198719	Drosophila innubila	2004-12-13	522
X54813	7216	Drosophila ambigua	1991-07-23	4185
AY340281	40366	Drosophila americana	2003-08-13	881
KJ767241	7240	Drosophila simulans	2014-09-04	868
LC057199	94114	Drosophila trilutea	2019-06-04	831
AY874375	7241	Drosophila subobscura	2005-05-31	1406
AY874363	7241	Drosophila subobscura	2005-05-31	1425
U76482	7231	Drosophila mulleri	1997-03-06	902
AY154850	7263	Drosophila arizonae	2003-03-03	878
AY154861	7263	Drosophila arizonae	2003-03-03	880
AB669842	114631	Drosophila greeni	2014-01-02	830
AY044126	7291	Drosophila albomicans	2002-08-06	725
LC057198	29030	Drosophila takahashii	2019-06-04	830
M17834	7227	Drosophila melanogaster	1991-07-01	2769
M17837	7227	Drosophila melanogaster	1991-07-01	7242
AB932668	133991	Drosophila polymorpha	2014-10-26	833
AB932670	95624	Drosophila quinaria	2014-10-26	851
AY044122	157053	Drosophila annulipes	2002-08-06	722
AY154847	7263	Drosophila arizonae	2003-03-03	878
AY154855	7263	Drosophila arizonae	2003-03-03	880
AY154857	7263	Drosophila arizonae	2003-03-03	880
AY154860	7263	Drosophila arizonae	2003-03-03	880
AY154869	7230	Drosophila mojavensis	2003-03-03	880
M17831	7227	Drosophila melanogaster	1991-07-01	2726
M60990	46244	Drosophila pseudoobscura bogotana	1992-04-30	3472
AB669862	61426	Drosophila diplacantha	2014-01-02	829
DQ471609	381457	Drosophila cf. cheda BCW-2006	2006-07-20	711
AB669885	137072	Drosophila kanapiae	2014-01-02	838
AF067282	77129	Drosophila helvetica	1998-07-02	437
AF045115	30047	Drosophila sturtevanti	1998-06-02	405
AF045122	72470	Drosophila lusaltans	1998-06-02	405
AY154829	7230	Drosophila mojavensis	2003-03-03	880
AY154838	7230	Drosophila mojavensis	2003-03-03	880
AY154870	7230	Drosophila mojavensis	2003-03-03	879
AY165517	40366	Drosophila americana	2003-04-22	743
AY754433	7246	Drosophila affinis	2005-04-04	740
AF348882	67534	Drosophila triauraria	2001-04-16	667
AF348883	67532	Drosophila quadraria	2001-04-16	667
CK131244	7227	Drosophila melanogaster	2003-12-03	503
AB194414	186283	Drosophila parabipectinata	2005-05-07	17499
CV850204	7245	Drosophila yakuba	2004-11-19	193
CV784997	7245	Drosophila yakuba	2004-11-12	542
CV043184	7240	Drosophila simulans	2004-08-24	393
CV528161	7240	Drosophila simulans	2004-10-08	384
AY695386	133981	Drosophila cardini	2006-08-01	1133
BG632098	7227	Drosophila melanogaster	2001-04-28	798
BF486174	7227	Drosophila melanogaster	2000-12-07	816
BI608471	7227	Drosophila melanogaster	2001-09-10	530
AF006567	7234	Drosophila persimilis	1997-09-11	3502
U65746	7264	Drosophila buzzatii	1996-10-21	8725
X00607	7240	Drosophila simulans	1985-06-13	4607
M37276	7230	Drosophila mojavensis	1990-09-13	8783
AY279325	7233	Drosophila orena	2004-03-31	1724
KU559568	7244	Drosophila virilis	2016-05-31	14750
M63291	47010	Drosophila silvestris	1991-04-04	1635
X62193	7237	Drosophila pseudoobscura	1992-10-16	3483
X62220	7237	Drosophila pseudoobscura	1992-10-16	3479
AY040854	7227	Drosophila melanogaster	2001-08-19	1180
JF735882	499227	Drosophila nigromelanica	2011-10-24	626
X62214	7237	Drosophila pseudoobscura	1992-10-16	3486
X62228	7237	Drosophila pseudoobscura	1992-10-16	3464
M60791	7261	Drosophila adiastola	1992-06-06	912
X62206	7237	Drosophila pseudoobscura	1992-10-16	3499
X64480	7237	Drosophila pseudoobscura	1992-10-16	3470
X62204	7237	Drosophila pseudoobscura	1992-10-16	3499
X62195	7237	Drosophila pseudoobscura	1992-10-16	3499
X62199	7237	Drosophila pseudoobscura	1992-10-16	3475
X62226	7237	Drosophila pseudoobscura	1992-10-16	3466
X64486	7237	Drosophila pseudoobscura	1992-10-16	3475
AY238778	7229	Drosophila miranda	2003-04-08	2042
AY238777	7229	Drosophila miranda	2003-04-08	2042
AY081440	141217	Drosophila tripunctata	2002-08-09	217
AY750123	7252	Drosophila melanica	2005-12-31	911
AY750132	55945	Drosophila euronotus	2005-12-31	911
AY750144	311480	Drosophila medioconstricta	2005-12-31	911
DQ471630	381452	Drosophila barutani	2006-07-20	711
HQ631470	42026	Drosophila bipectinata	2011-08-30	290
AF264077	7271	Drosophila nebulosa	2000-05-30	405
AY006411	7235	Drosophila picticornis	2001-09-04	510
AY750118	311474	Drosophila longiserrata	2005-12-31	911
DQ471667	30043	Drosophila repleta	2006-07-20	711
HQ631471	103765	Drosophila bocki	2011-08-30	290
HQ631473	2609304	Drosophila curveaedeagus (nomen nudum)	2011-08-30	290
HQ631484	187394	Drosophila pulchrella	2011-08-30	290
U26839	40368	Drosophila borealis	1995-06-30	961
AF059889	7252	Drosophila melanica	1998-04-28	290
AY006409	46893	Drosophila adunca	2001-09-04	508
AY006413	46820	Drosophila nigribasis	2001-09-04	510
AY750116	119604	Drosophila lacertosa	2005-12-31	911
AY750127	311477	Drosophila paramelanica	2005-12-31	911
AY750130	311476	Drosophila neokadai	2005-12-31	911
AY750136	311481	Drosophila okadai	2005-12-31	911
DQ471655	40366	Drosophila americana	2006-07-20	711
U94203	58309	Drosophila petalopeza	1998-02-23	204
AY006417	48320	Drosophila neoperkinsi	2001-09-04	510
AY750139	55950	Drosophila sordidula	2005-12-31	911
DQ471659	54075	Drosophila eohydei	2006-07-20	711
DQ471661	50033	Drosophila kanekoi	2006-07-20	711
GQ376034	65964	Drosophila pseudoananassae	2009-08-02	410
GQ376035	42026	Drosophila bipectinata	2009-08-02	410
U90956	7284	Drosophila tristis	1997-11-14	428
X68165	7237	Drosophila pseudoobscura	1992-10-08	3460
Z00032	7233	Drosophila orena	1986-07-02	2617
AB261136	88884	Drosophila pallidifrons	2007-11-03	861
AB932648	188282	Drosophila bizonata	2015-01-14	844
AB932646	309934	Drosophila angularis	2014-10-26	840
AB932662	1503162	Drosophila multispina	2014-10-26	852
AF260692	40370	Drosophila montana	2000-09-20	456
KM016471	7240	Drosophila simulans	2014-09-24	479
U26842	40370	Drosophila montana	1995-06-22	957
X60793	7227	Drosophila melanogaster	1991-10-07	2763
AB033644	106246	Drosophila brachynephros	1999-11-16	711
AB261135	157059	Drosophila siamana	2007-11-03	855
AB932664	198721	Drosophila nigromaculata	2015-01-14	849
AB932678	193351	Drosophila transversa	2014-10-26	839
AB932679	141217	Drosophila tripunctata	2014-10-26	836
AB932680	193352	Drosophila unispina	2015-01-14	848
AF260699	7264	Drosophila buzzatii	2000-09-20	2795
AH000980	7227	Drosophila melanogaster	2016-06-13	2474
U95266	7260	Drosophila willistoni	1999-01-06	1159
X57374	7245	Drosophila yakuba	1991-07-17	975
X57376	7245	Drosophila yakuba	1991-07-17	975
U95260	7260	Drosophila willistoni	1999-01-06	1172
X57372	7245	Drosophila yakuba	1991-07-17	975
AB154553	30033	Drosophila kikkawai	2004-04-01	675
AF201429	7240	Drosophila simulans	2000-07-03	480
AY156525	7232	Drosophila navojoa	2003-03-03	878
KX976486	7245	Drosophila yakuba	2016-11-12	771
KX976513	7245	Drosophila yakuba	2016-11-12	771
M60980	7237	Drosophila pseudoobscura	1992-01-26	3476
EU532128	46793	Drosophila paulistorum	2010-01-21	562
HQ110512	30039	Drosophila neocordata	2011-05-06	830
HQ110514	30039	Drosophila neocordata	2011-05-06	819
HQ110515	30042	Drosophila prosaltans	2011-05-06	859
KX976489	7245	Drosophila yakuba	2016-11-12	771
KX976512	7245	Drosophila yakuba	2016-11-12	771
KX976518	7245	Drosophila yakuba	2016-11-12	771
M60988	7237	Drosophila pseudoobscura	1992-04-30	3467
AB154543	30033	Drosophila kikkawai	2004-04-01	675
AB154544	30033	Drosophila kikkawai	2004-04-01	683
AB154551	30033	Drosophila kikkawai	2004-04-01	683
AF201449	7240	Drosophila simulans	2000-07-03	481
AF284481	7238	Drosophila sechellia	2000-11-02	700
AY095943	126591	Drosophila curvispina	2003-05-01	443
AY335198	7273	Drosophila saltans	2003-12-31	854
DQ471613	381448	Drosophila angor	2006-07-20	711
DQ471644	381452	Drosophila barutani	2006-07-20	711
DQ471653	50033	Drosophila kanekoi	2006-07-20	711
DQ471654	65966	Drosophila tsigana	2006-07-20	711
EU532129	46793	Drosophila paulistorum	2010-01-21	558
JX455213	7240	Drosophila simulans	2012-09-03	481
KX976497	7245	Drosophila yakuba	2016-11-12	771
M60981	7237	Drosophila pseudoobscura	1992-01-26	3475
M60985	7237	Drosophila pseudoobscura	1992-04-30	3465
U95258	7260	Drosophila willistoni	1999-01-06	1172
DQ471628	381448	Drosophila angor	2006-07-20	711
JX455216	7240	Drosophila simulans	2012-09-03	480
KX976521	7245	Drosophila yakuba	2016-11-12	771
AY095938	193351	Drosophila transversa	2003-05-01	437
KX976492	7245	Drosophila yakuba	2016-11-12	771
KX976500	7245	Drosophila yakuba	2016-11-12	771
AB669850	137355	Drosophila burlai	2014-01-02	833
AB669859	103765	Drosophila bocki	2014-01-02	831
AF136695	95109	Drosophila americana americana	1999-06-03	884
L78922	7270	Drosophila mimica	1996-06-25	822
U64542	7237	Drosophila pseudoobscura	1996-08-16	3481
U64550	7237	Drosophila pseudoobscura	1996-08-16	3484
U95271	46793	Drosophila paulistorum	1999-01-06	1167
X54120	7245	Drosophila yakuba	1992-04-14	2284
AF136661	95109	Drosophila americana americana	1999-06-03	884
AF136667	95109	Drosophila americana americana	1999-06-03	884
AF136668	95109	Drosophila americana americana	1999-06-03	884
AF136699	40372	Drosophila americana texana	1999-06-03	884
AF459753	125945	Drosophila biarmipes	2002-05-16	290
AF459763	94109	Drosophila watanabei	2002-05-16	290
AF459771	30033	Drosophila kikkawai	2002-05-16	290
KY002642	7227	Drosophila melanogaster	2017-10-13	819
LC057205	1660393	Drosophila sp. XT-32	2019-06-04	836
U64529	7237	Drosophila pseudoobscura	1996-08-16	3491
U64533	7237	Drosophila pseudoobscura	1996-08-16	3465
U64537	7237	Drosophila pseudoobscura	1996-08-16	3465
AB669824	154832	Drosophila asahinai	2014-01-02	839
AB669834	67533	Drosophila rufa	2014-01-02	838
AB669858	137354	Drosophila barbarae	2014-01-02	833
AB669864	30033	Drosophila kikkawai	2014-01-02	832
AF136682	95109	Drosophila americana americana	1999-06-03	884
AF136688	95109	Drosophila americana americana	1999-06-03	884
AF136694	95109	Drosophila americana americana	1999-06-03	884
AF459772	74550	Drosophila lini	2002-05-16	290
AF459775	67534	Drosophila triauraria	2002-05-16	290
EF560573	306027	Drosophila brncici	2008-05-01	622
L78928	7270	Drosophila mimica	1996-06-25	822
U64546	7237	Drosophila pseudoobscura	1996-08-16	3504
U64557	7237	Drosophila pseudoobscura	1996-08-16	3457
AB669882	112146	Drosophila bicornuta	2014-01-02	838
AF136659	95109	Drosophila americana americana	1999-06-03	884
AY804554	129105	Drosophila santomea	2005-10-06	759
U76477	7224	Drosophila hydei	1996-11-19	897
U64539	7237	Drosophila pseudoobscura	1996-08-16	3489
U76473	7224	Drosophila hydei	1996-11-19	897
AB703325	7259	Drosophila tolteca	2012-03-18	405
AF136676	95109	Drosophila americana americana	1999-06-03	884
AH011594	73155	Drosophila biauraria	2016-04-08	565
AY541093	198719	Drosophila innubila	2004-12-13	555
AY874369	7241	Drosophila subobscura	2005-05-31	1406
AY340288	40366	Drosophila americana	2003-08-13	881
AY340299	40366	Drosophila americana	2003-08-13	881
AY340303	40366	Drosophila americana	2003-08-13	881
AY340307	40366	Drosophila americana	2003-08-13	881
AY541097	198719	Drosophila innubila	2004-12-13	555
LC057203	51159	Drosophila lutescens	2019-06-04	837
AB703317	7216	Drosophila ambigua	2012-03-18	405
AB703321	77129	Drosophila helvetica	2012-03-18	405
AB932669	38840	Drosophila putrida	2014-10-26	856
AF476924	67532	Drosophila quadraria	2002-04-26	405
AY340296	40366	Drosophila americana	2003-08-13	881
AY364494	7230	Drosophila mojavensis	2004-01-30	880
AY364497	7230	Drosophila mojavensis	2004-01-30	880
AY364515	7230	Drosophila mojavensis	2004-01-30	879
AY874370	7241	Drosophila subobscura	2005-05-31	1406
EF560580	306031	Drosophila pavani	2008-05-01	626
AF136651	95109	Drosophila americana americana	1999-06-03	884
AY340283	40366	Drosophila americana	2003-08-13	881
AY364510	7230	Drosophila mojavensis	2004-01-30	879
AY364519	7230	Drosophila mojavensis	2004-01-30	879
AY541089	198719	Drosophila innubila	2004-12-13	555
AY874373	7241	Drosophila subobscura	2005-05-31	1419
AF136654	95109	Drosophila americana americana	1999-06-03	884
AB932650	133981	Drosophila cardini	2014-10-26	833
AY874365	7241	Drosophila subobscura	2005-05-31	1406
AY044128	98362	Drosophila ruberrima	2002-08-06	720
AY044129	157057	Drosophila neohypocausta	2002-08-06	747
AY154841	7263	Drosophila arizonae	2003-03-03	879
AY154858	7263	Drosophila arizonae	2003-03-03	880
AY364505	7230	Drosophila mojavensis	2004-01-30	880
M17830	7227	Drosophila melanogaster	1991-07-01	2722
AB669887	137074	Drosophila mayri	2014-01-02	836
AB669888	137076	Drosophila orosa	2014-01-02	839
AB932645	133978	Drosophila acutilabella	2014-10-26	845
AY154840	7263	Drosophila arizonae	2003-03-03	878
AY154846	7263	Drosophila arizonae	2003-03-03	879
AY340289	40366	Drosophila americana	2003-08-13	852
AY364508	7230	Drosophila mojavensis	2004-01-30	880
M17836	7227	Drosophila melanogaster	1991-07-01	2770
M55545	7241	Drosophila subobscura	1992-04-30	3980
AB669855	94109	Drosophila watanabei	2014-01-02	825
AY044124	88883	Drosophila kohkoa	2002-08-06	725
AY044125	157059	Drosophila siamana	2002-08-06	725
AY154853	7263	Drosophila arizonae	2003-03-03	880
M17832	7227	Drosophila melanogaster	1991-07-01	2727
AB932647	30017	Drosophila arawakana	2014-10-26	838
AB194428	300357	Drosophila merina	2005-05-07	1800
AF045114	30047	Drosophila sturtevanti	1998-06-02	405
AF045118	30042	Drosophila prosaltans	1998-06-02	405
AY154833	7230	Drosophila mojavensis	2003-03-03	880
AY154871	7230	Drosophila mojavensis	2003-03-03	880
AY154873	7230	Drosophila mojavensis	2003-03-03	880
AY165542	47314	Drosophila novamexicana	2003-05-01	743
AF045120	30039	Drosophila neocordata	1998-06-02	405
AY154831	7230	Drosophila mojavensis	2003-03-03	880
AY154875	7230	Drosophila mojavensis	2003-03-03	878
AB194424	296643	Drosophila pseudoananassae nigrens	2005-05-07	1779
AF348878	47315	Drosophila auraria	2001-04-16	667
AF348885	137068	Drosophila subauraria	2001-04-16	667
CK131258	7227	Drosophila melanogaster	2003-12-03	607
CV790484	7245	Drosophila yakuba	2004-11-12	726
CV785893	7245	Drosophila yakuba	2004-11-12	467
